Epoch,Train_Loss,Val_Loss,Train_RMSE,Val_RMSE,Train_R2,Val_R2,Train_MAE,Val_MAE
44,0.23088024744642116,0.7974050287847165,0.48000863,0.89369,0.9000737071037292,0.6739345788955688,0.33402323722839355,0.6069416999816895
45,0.2249423069792373,0.7832869092623392,0.4741853,0.8863713,0.9024835824966431,0.6792532205581665,0.33022013306617737,0.6010388731956482
46,0.22042449048467885,0.826742101598669,0.46989983,0.91039765,0.904238224029541,0.6616289019584656,0.32592830061912537,0.6223227381706238
47,0.21376583627729773,0.8056595634531092,0.46261612,0.89939404,0.9071839451789856,0.6697590351104736,0.32035061717033386,0.6124206185340881
48,0.21083541663589878,0.8007256984710693,0.45928848,0.89655256,0.9085143804550171,0.6718423962593079,0.3178863525390625,0.6095913052558899
49,0.20791277146645795,0.8125627548606308,0.45549446,0.90292776,0.9100196361541748,0.667158842086792,0.3153431713581085,0.6146094799041748
50,0.20291452054108414,0.7832367751333449,0.45040944,0.886487,0.9120174646377563,0.6791694164276123,0.3103044927120209,0.6000255942344666
51,0.19824708301887334,0.8099352297959505,0.44544172,0.90142125,0.9139475226402283,0.6682685613632202,0.306966632604599,0.6070113182067871
52,0.1953172550371317,0.8121657172838846,0.4421969,0.90279514,0.9151966571807861,0.6672565937042236,0.3047652542591095,0.6142026782035828
53,0.1930711429531329,0.8038385444217258,0.4394802,0.89812416,0.9162354469299316,0.6706908941268921,0.3031107783317566,0.6057378053665161
54,0.19385202006201877,0.8000284676198606,0.44031328,0.89613885,0.9159175753593445,0.6721451282501221,0.3028103709220886,0.6046562194824219
55,0.19014281518409185,0.7989694189142298,0.43629432,0.89543164,0.9174455404281616,0.6726623773574829,0.2997291088104248,0.603381872177124
56,0.18479272883350603,0.8096738303149188,0.42967534,0.9012593,0.9199313521385193,0.668387770652771,0.29468458890914917,0.6061645746231079
57,0.18383162628824465,0.7813094766051681,0.42794958,0.8853536,0.9205732345581055,0.6799892783164978,0.29424846172332764,0.5969454646110535
58,0.17698915208750796,0.8092452574659277,0.42085215,0.9011846,0.9231859445571899,0.6684427857398987,0.28892940282821655,0.6069947481155396
59,0.17767558525377344,0.8014503695346691,0.42123184,0.8969558,0.9230473041534424,0.6715471148490906,0.2885987162590027,0.6037665009498596
60,0.1750168910023765,0.8045613390428049,0.41840857,0.89902884,0.9240753650665283,0.6700271368026733,0.2856314480304718,0.6023378372192383
61,0.1692610669567763,0.7979085180494521,0.41093484,0.8949078,0.9267635345458984,0.6730453968048096,0.2808564603328705,0.5970160961151123
62,0.1708886899819998,0.790861639711592,0.41337118,0.8909127,0.9258925318717957,0.6759580373764038,0.2833091914653778,0.5959384441375732
63,0.16377573742348456,0.8068776528040568,0.40480813,0.8999723,0.9289309978485107,0.6693341732025146,0.2760111391544342,0.6018286943435669
64,0.164776140876184,0.7937321773281804,0.40595457,0.89212435,0.9285279512405396,0.6750760078430176,0.27629756927490234,0.5970624685287476
65,0.1667518964576944,0.8382793775311222,0.40830714,0.9170338,0.9276971220970154,0.6566779613494873,0.2763349413871765,0.612078845500946
66,0.15666032993347845,0.8091655042436388,0.39557618,0.90104014,0.9321356415748596,0.6685490608215332,0.2692541480064392,0.6026694178581238
67,0.15794113257499498,0.7957771575009381,0.39714053,0.8933849,0.9315978288650513,0.6741571426391602,0.26907405257225037,0.6023286581039429
68,0.15329390548378508,0.7920169432957967,0.3913427,0.8920146,0.9335804581642151,0.6751559376716614,0.266609787940979,0.5975183844566345
69,0.1522416146907294,0.798056651044775,0.3901555,0.89519906,0.9339828491210938,0.6728324294090271,0.2638433277606964,0.6014637351036072
70,0.1485469589166552,0.7952023170612477,0.38528344,0.893661,0.9356212615966797,0.6739556789398193,0.2621426582336426,0.5988772511482239
71,0.14692105196207483,0.7850935370833786,0.3834893,0.88794225,0.9362194538116455,0.6781152486801147,0.2602068781852722,0.5929110050201416
72,0.14400175078032174,0.7861238607653865,0.37952557,0.88841844,0.9375311136245728,0.6777698993682861,0.25665557384490967,0.5943210124969482
73,0.1404373951117012,0.7941352371816282,0.37495807,0.89294034,0.9390257000923157,0.6744813919067383,0.2541094720363617,0.5955773591995239
74,0.14064755384749342,0.8010364196918629,0.3749875,0.89665,0.9390161037445068,0.6717709898948669,0.25344541668891907,0.5949270725250244
75,0.1442241109211311,0.7911004115034033,0.37986258,0.891312,0.937420129776001,0.6756675243377686,0.2577388286590576,0.5962945818901062
76,0.1410481333384447,0.7602217153266624,0.3755939,0.8730322,0.9388186931610107,0.6888344287872314,0.2541179358959198,0.5831127762794495
77,0.13662771640397678,0.7888820701175265,0.3696201,0.89003223,0.9407494068145752,0.6765981912612915,0.24865372478961945,0.5975431799888611
78,0.13607240760716321,0.7709397883326919,0.36889133,0.88007534,0.9409828186035156,0.6837936043739319,0.25028809905052185,0.5893615484237671
79,0.1310062848518942,0.7929925035547327,0.3620187,0.892323,0.9431613683700562,0.6749312877655029,0.24353338778018951,0.5932535529136658
80,0.13372310480781804,0.7790708563945912,0.36580455,0.88471943,0.9419663548469543,0.6804475784301758,0.24563157558441162,0.5879498720169067
81,0.1307079004489373,0.7633739069656089,0.36154372,0.87545085,0.9433104395866394,0.6871079206466675,0.2438325583934784,0.5899442434310913
82,0.12788231322698504,0.8022359035633229,0.35786867,0.89744556,0.9444570541381836,0.6711883544921875,0.2409544140100479,0.5984214544296265
83,0.12779401622225192,0.7716885871357388,0.35746524,0.88047564,0.9445822238922119,0.6835058927536011,0.24003921449184418,0.5829669237136841
84,0.1252211219866142,0.7835698569262469,0.35389894,0.8870327,0.9456824660301208,0.678774356842041,0.2379700243473053,0.5888195037841797
85,0.12442161908773618,0.802462645150997,0.35265794,0.897921,0.9460627436637878,0.670839786529541,0.23609541356563568,0.5949975848197937
86,0.12549343306536428,0.7670816492151331,0.3543856,0.8777132,0.9455329775810242,0.6854887008666992,0.2392321079969406,0.5891366004943848
87,0.12804287344774354,0.8182256597059744,0.35742822,0.90629894,0.9445936679840088,0.6646687984466553,0.23906545341014862,0.5987206101417542
88,0.12689319592421858,0.7928628193007575,0.3564124,0.8922975,0.9449081420898438,0.6749498844146729,0.23616762459278107,0.5914228558540344
89,0.1255186963130102,0.7940553647500498,0.35301256,0.89299923,0.9459542036056519,0.6744384169578552,0.23459535837173462,0.5898153781890869
90,0.1221754735283484,0.7816166193396957,0.3495616,0.88559175,0.9470057487487793,0.6798170804977417,0.23290173709392548,0.5925306677818298
91,0.11744032553005442,0.7677008719355972,0.34252888,0.87826663,0.949116587638855,0.6850919723510742,0.22800365090370178,0.5827735662460327
92,0.11513132011848633,0.7828416460090213,0.33899677,0.887045,0.9501606225967407,0.6787654161453247,0.22498631477355957,0.5865724682807922
93,0.1174030541050657,0.7779335158842581,0.3425088,0.8836488,0.9491226077079773,0.681220531463623,0.22765551507472992,0.5862109661102295
94,0.11236894256043657,0.7796709493354514,0.3349644,0.8848143,0.9513392448425293,0.6803790330886841,0.2224145382642746,0.5886884331703186
95,0.12110503101460288,0.7857742938730452,0.34813455,0.88850516,0.9474375247955322,0.6777069568634033,0.23429884016513824,0.5907451510429382
96,0.10998228082659646,0.7751538113311485,0.33175126,0.88103473,0.9522683024406433,0.6831037998199463,0.22158125042915344,0.5836815237998962
